receiver,transmitter,transmitter_name,transmitter_serial,sensor_value,sensor_unit,sensor2_value,sensor2_unit,station_name,datetime,id_pk,qc_flag,file,latitude,longitude,deployment_fk,scientific_name,location_name,deployment_station_name,deploy_date_time,animal_project_name,animal_project_code,animal_moratorium,network_project_name,network_project_code,network_moratorium,signal_to_noise_ratio,detection_file_id,tag_sensor_type,tag_intercept,tag_slope,sensor_value_depth_meters,tag_owner_organization,animal_id_pk,animal_common_name,animal_sex,deployment_lat,deployment_long,sensor_value_acceleration
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T01:48:51Z,39068011,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T01:49:20Z,39068012,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T01:55:54Z,39068018,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T02:08:50Z,39068024,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T05:58:56Z,39068103,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T06:21:02Z,39068118,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T06:22:09Z,39068119,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T07:29:14Z,39068140,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-122360,A69-1601-64508,"","",,"",,"",Ham SA,2017-04-05T08:32:59Z,39068176,0,VR2W_122360_20170621_1.csv,,,2444,Salmo salar,Ham SA,ak-33,2017-01-06T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.0985513,5.1029468,
VR2W-127724,A69-1601-64508,"","",,"",,"","",2017-04-05T10:37:25Z,52766584,0,VR2W_127724_20171024_1.csv,,,3023,Salmo salar,HH5,HH5,2017-06-19T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2353,Atlantic salmon,unknown,51.016368,5.233414,
