receiver,transmitter,transmitter_name,transmitter_serial,sensor_value,sensor_unit,sensor2_value,sensor2_unit,station_name,datetime,id_pk,qc_flag,file,latitude,longitude,deployment_fk,scientific_name,location_name,deployment_station_name,deploy_date_time,animal_project_name,animal_project_code,animal_moratorium,network_project_name,network_project_code,network_moratorium,signal_to_noise_ratio,detection_file_id,tag_sensor_type,tag_intercept,tag_slope,sensor_value_depth_meters,tag_owner_organization,animal_id_pk,animal_common_name,animal_sex,deployment_lat,deployment_long,sensor_value_acceleration
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T10:36:07Z,37571167,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T10:43:34Z,37571176,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T10:45:36Z,37571181,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T10:51:23Z,37571187,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:06:38Z,37571210,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:11:35Z,37571213,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:12:00Z,37571214,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:13:20Z,37571217,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:18:14Z,37571222,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
VR2Tx-480876,A69-1601-64503,"","",,"",,"",S9-2,2017-04-05T11:36:11Z,37571246,0,VR2Tx_480876_20170622_1.csv,,,2505,Salmo salar,S09-2,S09-2,2017-01-10T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,2348,Atlantic salmon,unknown,51.097162,5.11063,
